SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,,,,
,,,,,,,,,THORACIC,32100,32100 EX PI ORATION OF CHEST,1,22222,,,,,,,,
,,,,,,,,,THORACIC,32124,32124 EXPLORE CHEST FREE ADHESIONS,1,22222,,,,,,,,
,,,,,,,,,THORACIC,32440,32440 REMOVE LUNG PNEUMONECTOMY,2,22222,,,,,,,,
,,,,,,,,,THORACIC,32480,32480 PARTIAL REMOVAL OF LUNG,3,22222,,,,,,,,
,,,,,,,,,THORACIC,32482,32482 BILOBECTOMY,1,22222,,,,,,,,
,,,,,,,,,THORACIC,32550,32550 INSERT PLEURAL CATH,1,22222,,,,,,,,
,,,,,,,,,THORACIC,32551,32551 INSERTION OF CHEST TUBE,1,22222,,,,,,,,
,,,,,,,,,THORACIC,32999,32999 CHEST SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,THORACIC,38381,38381 THORACIC DUCT PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,THORACIC,38746,38746 REMOVE THORACIC LYMPH NODES,7,22222,,,,,,,,
,,,,,,,,,THORACIC,43112,43112 REMOVAL OF ESOPHAGUS,1,22222,,,,,,,,
,,,,,,,,,THORACIC,43248,43248 EGD GUIDE WIRE INSERTION,3,22222,,,,,,,,
,,,,,,,,,THORACIC,43266,43266 EGD ENDOSCOPIC STENT PLACE,2,22222,,,,,,,,
,,,,,,,,,THORACIC,43279,43279 LAP MYOTOMY HELLER,2,22222,,,,,,,,
,,,,,,,,,THORACIC,43282,43282 LAP PARAESOPH HER RPR W/MESH,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,74420,74420 CONTRST X-RAY URINARY TRACT,49,11111,,,,,,,,
,,,,,,,,,UROLOGY,10030,10030 GUIDE CATHET FLUID DRAINAGE,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,10061,10061 DRAINAGE OF SKIN ABSCESS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,10140,10140 DRAINAGE OF HEMATOMA/FLUID,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,11004,11004 DEBRIDE GENITALIA & PERINEUM,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,11042,11042 DEB SUBQ TISSUE 20 SQ CM/<,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,11100,11100 BIOPSY SKIN LESION,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54125,54125 REMOVAL OF PENIS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,50394,50394 INJECTION FOR KIDNEY X-RAY,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,50394,50394 INJECTION FOR KIDNEY X-RAY,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,51045,51045 INCISE BLADDER/DRAIN URETER,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,51102,51102 DRAIN BL W/CATH INSERTION,3,22222,,,,,,,,
,,,,,,,,,UROLOGY,51102,51102 DRAIN BL W/CATH INSERTION,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,51550,51550 PARTIAL REMOVAL OF BLADDER,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,51595,51595 REMOVE BLADDER/RFVISE TRACT,3,22222,,,,,,,,
,,,,,,,,,UROLOGY,52334,52334 CREATE PASSAGE TO KIDNEY,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,52500,52500 REVISION OF BLADDER NFCK,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,53600,53600 DILATE URETHRA STRICTURF,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,53899,53899 UROLOGY SURGERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54120,54120 PARTIAL REMOVAL OF PENIS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54360,54360 PENIS PLASTIC SURGERY,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54440,54440 REPAIR OF PENIS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54520,54520 REMOVAL OF TESTIS,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,54530,54530 REMOVA1 OF TESTIS,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,54700,54700 DRAINAGE OF SCROTUM,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54840,54840 REMOVE EPIDIDYMIS LESION,4,22222,,,,,,,,
,,,,,,,,,UROLOGY,55040,55040 REMOVAI OF HYDROCELE,3,22222,,,,,,,,
,,,,,,,,,UROLOGY,55041,55041 REMOVAL OF HYDROCELES,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,55060,55060 REPAIR OF HYDROCELE,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,55100,55100 DRAINAGE OF SCROTUM ABSCESS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,55400,55400 REPAIR OF SPERM DUCT,2,22222,,,,,,,,
,,,,,,,,,UROLOGY,55535,55535 REVISE SPERMATIC CORD VEINS,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,58545,58545 LAPAROSCOPIC MYOMECTOMY,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,60650,60650 LAPAROSCOPY ADRENALECTOMY,2,22222,,,,,,,,
,,,,,,,,,VASC,75630,75630 X-RAY AORTA LEG ARTERIES,1,11111,,,,,,,,
,,,,,,,,,VASC,75710,75710 ARTERY X-RAYS ARM/LEG,11,11111,,,,,,,,
,,,,,,,,,VASC,75710,75710 ARTERY X-RAYS ARM/LEG,3,11111,,,,,,,,
,,,,,,,,,VASC,75791,75791 AV DIALYSIS SHUNT IMAGING,2,11111,,,,,,,,
,,,,,,,,,VASC,75820,75820 VEIN X-RAY ARM/LEG,1,11111,,,,,,,,
,,,,,,,,,VASC,75952,75952 ENDOVASC REPAIR ABDOM AORTA,10,11111,,,,,,,,
,,,,,,,,,VASC,75956,75956 XRAY ENDOVASC THOR AO REPR,1,11111,,,,,,,,
,,,,,,,,,VASC,76937,76937 US GUIDE VASCULAR ACCESS,11,11111,,,,,,,,
,,,,,,,,,VASC,76998,76998 US GUIDE INTRAOP,1,11111,,,,,,,,
,,,,,,,,,VASC,10061,10061 DRAINAGE OF SKIN ABSCESS,1,22222,,,,,,,,
,,,,,,,,,VASC,10140,10140 DRAINAGE OF HEMATOMA/FLUID,1,22222,,,,,,,,
,,,,,,,,,VASC,10180,10180 COMPLEX DRAINAGE WOUND,1,22222,,,,,,,,
,,,,,,,,,VASC,11042,11042 DEB SUBQ TISSUE 20 SQ CM/<,2,22222,,,,,,,,
,,,,,,,,,VASC,11043,11043 DEB MUSC/FASCIA 20 SQ CM/<,1,22222,,,,,,,,
,,,,,,,,,VASC,11044,11044 DEB BONE 20 SQ CM/<,4,22222,,,,,,,,
,,,,,,,,,VASC,13131,13131 REPAIR OF WOUND OR LESION,1,22222,,,,,,,,
,,,,,,,,,VASC,13160,13160 LATE CLOSURE OF WOUND,1,22222,,,,,,,,
,,,,,,,,,VASC,27301,27301 DRAIN THIGH/KNEE LESION,1,22222,,,,,,,,
,,,,,,,,,VASC,35572,35572 HARVEST FEMOROPOPLITEAL VEIN,1,22222,,,,,,,,
,,,,,,,,,VASC,36200,36200 PLACE CATHETER IN AORTA,18,22222,,,,,,,,
,,,,,,,,,VASC,36247,36247 INS CATH ABD/L-EXT ART 3RD,1,22222,,,,,,,,
,,,,,,,,,VASC,37609,37609 TEMPORAL ARTERY PROCEDURE,1,22222,,,,,,,,
,,,,,,,,,VASC,37617,37617 LIGATION OF ABDOMEN ARTERY,1,22222,,,,,,,,
,,,,,,,,,VASC,37618,37618 LIGATION OF EXTREMITY ARTERY,1,22222,,,,,,,,
,,,,,,,,,VASC,37722,37722 LIGATE/STRIP LONG LEG VEIN,1,22222,,,,,,,,
,,,,,,,,,VASC,37765,37765 STAB PHLLB VEINS XTR 10-20,11,22222,,,,,,,,
,,,,,,,,,VASC,37766,37766 PHLEB VEINS - EXTREM 20+,2,22222,,,,,,,,
,,,,,,,,,VASC,37799,37799 VASCULAR SURGERY PROCEDURE,5,22222,,,,,,,,
,,,,,,,,,VASC,38308,38308 INCISION OF LYMPH CHANNELS,1,22222,,,,,,,,
,,,,,,,,,VASC,75978,75978 REPAIR VENOUS BLOCKAGL,1,22222,,,,,,,,
,,,,,,,,,VASC,97605,97605 NEG PRESS WOUND TX </=50 CM,1,22222,,,,,,,,
,,,,,,,,,UROLOGY,54161,54161 CIRCUM 28 DAYS OR OLDER,1,22222,,,,,,,,
,,,,,,,,,ENT,10021,10021 FNA W/O IMAGE,2,11111,,,,,,,,
,,,,,,,,,ENT,61782,61782 SCAN PROC CRANIAL EXTRA,36,11111,,,,,,,,
,,,,,,,,,GEN,10021,10021 FNA W/O IMAGE,1,11111,,,,,,,,
,,,,,,,,,GEN,76998,76998 US GUIDE INTRAOP,1,11111,,,,,,,,
,,,,,,,,,OPTHAMOLOGY,J3300,TRIAMCINOLONE INJECTION,2,11111,,,,,,,,
,,,,,,,,,ORTHO,10021,10021 FNA W/O IMAGE,1,11111,,,,,,,,
,,,,,,,,,UROLOGY,74420,74420 CONTRST X-RAY URINARY TRACT,6,11111,,,,,,,,
,,,,,,,,,UROLOGY,74425,74425 CONTRST X-RAY URINARY TRACT,1,11111,,,,,,,,
,,,,,,,,,UROLOGY,76872,76872 US TRANSRECTAL,10,11111,,,,,,,,
,,,,,,,,,UROLOGY,J9280,J9280 MITOMYCIN INJECTION,38,11111,,,,,,,,
,,,,,,,,,VASC,22845,22845 INSERT SPINE FIXATION DEVICE,1,11111,,,,,,,,
,,,,,,,,,VASC,22851,22851 APPLY SPINE PROSTH DEVICE,1,11111,,,,,,,,
,,,,,,,,,THORACIC,43336,43336 THORABD DIAPHR HFRN REPAIR,1,22222,,,,,,,,
,,,,,,,,,THORACIC,44300,44300 OPEN BOWEL TO SKIN,1,22222,,,,,,,,
,,,,,,,,,VASC,34812,34812 XPOSE FOR ENDOPROSTH FEMORL,15,22222,,,,,,,,
,,,,,,,,,VASC,34812,34812 XPOSE FOR ENDOPROSTH FEMORL,1,22222,,,,,,,,
